CATE_dml,CATE_t_learner,log_capacity,years_since_announce,region_eu,region_na,region_asia,post_cbam_proposal,sponsor_corporate
-0.04681242912007838,0.03346508359449151,3.4011973816621555,7.0,0,0,1,0,0
-0.038974491909710314,0.06893631735296812,0.6931471805599453,8.0,0,0,1,0,0
-0.05231834640321455,-0.04482556487992586,8.160803920954665,6.0,0,0,1,0,0
-0.03963941227311584,-0.010359396093971799,9.036106025364846,7.0,0,0,1,0,0
-0.029884589431206313,-0.05012302962733307,0.0,6.0,0,0,1,0,0
-2.5493850444042318e-05,0.028185058915855835,1.0986122886681098,5.0,0,0,1,1,0
0.015467762094696566,0.002863131067755882,7.404887575616125,5.0,0,0,1,1,0
-0.059375930476554296,0.11782276838981101,11.32293860465852,15.0,0,1,0,0,0
0.012027093706974178,0.030818897033129365,3.5263605246161616,5.0,0,0,1,1,0
-0.001593969737798807,-0.022328038371668475,0.0,5.0,0,0,1,1,0
0.026893277889400213,0.034415855382330565,5.5254529391317835,5.0,0,0,1,1,0
-0.051598293079864375,-0.11155815793800375,11.002116507732017,6.0,0,1,0,0,0
-0.029884589431206313,-0.05012302962733307,0.0,6.0,0,0,1,0,0
0.05627249522783429,0.03870471225358217,12.390421313012926,7.0,0,0,1,0,0
0.00978188562420334,-0.021831896968326037,11.225256725762893,5.0,0,0,1,1,0
-0.036533387178332426,0.02204099116874563,4.5217885770490405,6.0,0,0,1,0,0
-0.014915866611304267,0.09894330710319502,3.2188758248682006,9.0,0,0,1,0,0
-0.15892658590338835,-0.004712910769233136,8.517393171418904,16.0,0,1,0,0,0
-0.04721766478931959,-0.13424432162273855,8.006700845440367,6.0,0,0,1,0,0
0.012362036946836276,0.030601021480915196,5.902633333401366,8.0,0,0,1,0,0
-0.04184671276980025,0.034946896844382576,4.394449154672439,7.0,0,0,1,0,0
0.005218898076705143,-0.022970009517971096,11.156264806643742,5.0,0,0,1,1,0
0.01405230242469501,0.030818897033129365,3.9318256327243257,5.0,0,0,1,1,0
